id	source_verse	text
01001001001	01001001	В
01001001002	01001001	начале
01001001003	01001001	сотворил
01001001004	01001001	Бог
01001001005	01001001	небо
01001001006	01001001	и
01001001007	01001001	землю
01001001008	01001001	.
01001002001	01001002	Земля
01001002002	01001002	же
01001002003	01001002	была
01001002004	01001002	безвидна
01001002005	01001002	и
01001002006	01001002	пуста
01001002007	01001002	,
01001002008	01001002	и
01001002009	01001002	тьма
01001002010	01001002	над
01001002011	01001002	бездною
01001002012	01001002	,
01001002013	01001002	и
01001002014	01001002	Дух
01001002015	01001002	Божий
01001002016	01001002	носился
01001002017	01001002	над
01001002018	01001002	водою
01001002019	01001002	.
01001003001	01001003	И
01001003002	01001003	сказал
01001003003	01001003	Бог
01001003004	01001003	:
01001003005	01001003	да
01001003006	01001003	будет
01001003007	01001003	свет
01001003008	01001003	.
01001003009	01001003	И
01001003010	01001003	стал
01001003011	01001003	свет
01001003012	01001003	.
01001004001	01001004	И
01001004002	01001004	увидел
01001004003	01001004	Бог
01001004004	01001004	свет
01001004005	01001004	,
01001004006	01001004	что
01001004007	01001004	он
01001004008	01001004	хорош
01001004009	01001004	,
01001004010	01001004	и
01001004011	01001004	отделил
01001004012	01001004	Бог
01001004013	01001004	свет
01001004014	01001004	от
01001004015	01001004	тьмы
01001004016	01001004	.
01001005001	01001005	И
01001005002	01001005	назвал
01001005003	01001005	Бог
01001005004	01001005	свет
01001005005	01001005	днем
01001005006	01001005	,
01001005007	01001005	а
01001005008	01001005	тьму
01001005009	01001005	ночью
01001005010	01001005	.
01001005011	01001005	И
01001005012	01001005	был
01001005013	01001005	вечер
01001005014	01001005	,
01001005015	01001005	и
01001005016	01001005	было
01001005017	01001005	утро
01001005018	01001005	:
01001005019	01001005	день
01001005020	01001005	один
01001005021	01001005	.
01001006001	01001006	И
01001006002	01001006	сказал
01001006003	01001006	Бог
01001006004	01001006	:
01001006005	01001006	да
01001006006	01001006	будет
01001006007	01001006	твердь
01001006008	01001006	посреди
01001006009	01001006	воды
01001006010	01001006	,
01001006011	01001006	и
01001006012	01001006	да
01001006013	01001006	отделяет
01001006014	01001006	она
01001006015	01001006	воду
01001006016	01001006	от
01001006017	01001006	воды
01001006018	01001006	.
01001006019	01001006	[
01001006020	01001006	И
01001006021	01001006	стало
01001006022	01001006	так
01001006023	01001006	.
01001006024	01001006	]
01001007001	01001007	И
01001007002	01001007	создал
01001007003	01001007	Бог
01001007004	01001007	твердь
01001007005	01001007	,
01001007006	01001007	и
01001007007	01001007	отделил
01001007008	01001007	воду
01001007009	01001007	,
01001007010	01001007	которая
01001007011	01001007	под
01001007012	01001007	твердью
01001007013	01001007	,
01001007014	01001007	от
01001007015	01001007	воды
01001007016	01001007	,
01001007017	01001007	которая
01001007018	01001007	над
01001007019	01001007	твердью
01001007020	01001007	.
01001007021	01001007	И
01001007022	01001007	стало
01001007023	01001007	так
01001007024	01001007	.
01001008001	01001008	И
01001008002	01001008	назвал
01001008003	01001008	Бог
01001008004	01001008	твердь
01001008005	01001008	небом
01001008006	01001008	.
01001008007	01001008	[
01001008008	01001008	И
01001008009	01001008	увидел
01001008010	01001008	Бог
01001008011	01001008	,
01001008012	01001008	что
01001008013	01001008	это
01001008014	01001008	хорошо
01001008015	01001008	.
01001008016	01001008	]
01001008017	01001008	И
01001008018	01001008	был
01001008019	01001008	вечер
01001008020	01001008	,
01001008021	01001008	и
01001008022	01001008	было
01001008023	01001008	утро
01001008024	01001008	:
01001008025	01001008	день
01001008026	01001008	второй
01001008027	01001008	.
01001009001	01001009	И
01001009002	01001009	сказал
01001009003	01001009	Бог
01001009004	01001009	:
01001009005	01001009	да
01001009006	01001009	соберется
01001009007	01001009	вода
01001009008	01001009	,
01001009009	01001009	которая
01001009010	01001009	под
01001009011	01001009	небом
01001009012	01001009	,
01001009013	01001009	в
01001009014	01001009	одно
01001009015	01001009	место
01001009016	01001009	,
01001009017	01001009	и
01001009018	01001009	да
01001009019	01001009	явится
01001009020	01001009	суша
01001009021	01001009	.
01001009022	01001009	И
01001009023	01001009	стало
01001009024	01001009	так
01001009025	01001009	.
01001009026	01001009	[
01001009027	01001009	И
01001009028	01001009	собралась
01001009029	01001009	вода
01001009030	01001009	под
01001009031	01001009	небом
01001009032	01001009	в
01001009033	01001009	свои
01001009034	01001009	места
01001009035	01001009	,
01001009036	01001009	и
01001009037	01001009	явилась
01001009038	01001009	суша
01001009039	01001009	.
01001009040	01001009	]
01001010001	01001010	И
01001010002	01001010	назвал
01001010003	01001010	Бог
01001010004	01001010	сушу
01001010005	01001010	землею
01001010006	01001010	,
01001010007	01001010	а
01001010008	01001010	собрание
01001010009	01001010	вод
01001010010	01001010	назвал
01001010011	01001010	морями
01001010012	01001010	.
01001010013	01001010	И
01001010014	01001010	увидел
01001010015	01001010	Бог
01001010016	01001010	,
01001010017	01001010	что
01001010018	01001010	это
01001010019	01001010	хорошо
01001010020	01001010	.
01001011001	01001011	И
01001011002	01001011	сказал
01001011003	01001011	Бог
01001011004	01001011	:
01001011005	01001011	да
01001011006	01001011	произрастит
01001011007	01001011	земля
01001011008	01001011	зелень
01001011009	01001011	,
01001011010	01001011	траву
01001011011	01001011	,
01001011012	01001011	сеющую
01001011013	01001011	семя
01001011014	01001011	[
01001011015	01001011	по
01001011016	01001011	роду
01001011017	01001011	и
01001011018	01001011	по
01001011019	01001011	подобию
01001011020	01001011	ее
01001011021	01001011	,
01001011022	01001011	и
01001011023	01001011	]
01001011024	01001011	дерево
01001011025	01001011	плодовитое
01001011026	01001011	,
01001011027	01001011	приносящее
01001011028	01001011	по
01001011029	01001011	роду
01001011030	01001011	своему
01001011031	01001011	плод
01001011032	01001011	,
01001011033	01001011	в
01001011034	01001011	котором
01001011035	01001011	семя
01001011036	01001011	его
01001011037	01001011	на
01001011038	01001011	земле
01001011039	01001011	.
01001011040	01001011	И
01001011041	01001011	стало
01001011042	01001011	так
01001011043	01001011	.
01001012001	01001012	И
01001012002	01001012	произвела
01001012003	01001012	земля
01001012004	01001012	зелень
01001012005	01001012	,
01001012006	01001012	траву
01001012007	01001012	,
01001012008	01001012	сеющую
01001012009	01001012	семя
01001012010	01001012	по
01001012011	01001012	роду
01001012012	01001012	[
01001012013	01001012	и
01001012014	01001012	по
01001012015	01001012	подобию
01001012016	01001012	]
01001012017	01001012	ее
01001012018	01001012	,
01001012019	01001012	и
01001012020	01001012	дерево
01001012021	01001012	[
01001012022	01001012	плодовитое
01001012023	01001012	]
01001012024	01001012	,
01001012025	01001012	приносящее
01001012026	01001012	плод
01001012027	01001012	,
01001012028	01001012	в
01001012029	01001012	котором
01001012030	01001012	семя
01001012031	01001012	его
01001012032	01001012	по
01001012033	01001012	роду
01001012034	01001012	его
01001012035	01001012	[
01001012036	01001012	на
01001012037	01001012	земле
01001012038	01001012	]
01001012039	01001012	.
01001012040	01001012	И
01001012041	01001012	увидел
01001012042	01001012	Бог
01001012043	01001012	,
01001012044	01001012	что
01001012045	01001012	это
01001012046	01001012	хорошо
01001012047	01001012	.
01001013001	01001013	И
01001013002	01001013	был
01001013003	01001013	вечер
01001013004	01001013	,
01001013005	01001013	и
01001013006	01001013	было
01001013007	01001013	утро
01001013008	01001013	:
01001013009	01001013	день
01001013010	01001013	третий
01001013011	01001013	.
01001014001	01001014	И
01001014002	01001014	сказал
01001014003	01001014	Бог
01001014004	01001014	:
01001014005	01001014	да
01001014006	01001014	будут
01001014007	01001014	светила
01001014008	01001014	на
01001014009	01001014	тверди
01001014010	01001014	небесной
01001014011	01001014	[
01001014012	01001014	для
01001014013	01001014	освещения
01001014014	01001014	земли
01001014015	01001014	и
01001014016	01001014	]
01001014017	01001014	для
01001014018	01001014	отделения
01001014019	01001014	дня
01001014020	01001014	от
01001014021	01001014	ночи
01001014022	01001014	,
01001014023	01001014	и
01001014024	01001014	для
01001014025	01001014	знамений
01001014026	01001014	,
01001014027	01001014	и
01001014028	01001014	времен
01001014029	01001014	,
01001014030	01001014	и
01001014031	01001014	дней
01001014032	01001014	,
01001014033	01001014	и
01001014034	01001014	годов
01001014035	01001014	;
01001015001	01001015	и
01001015002	01001015	да
01001015003	01001015	будут
01001015004	01001015	они
01001015005	01001015	светильниками
01001015006	01001015	на
01001015007	01001015	тверди
01001015008	01001015	небесной
01001015009	01001015	,
01001015010	01001015	чтобы
01001015011	01001015	светить
01001015012	01001015	на
01001015013	01001015	землю
01001015014	01001015	.
01001015015	01001015	И
01001015016	01001015	стало
01001015017	01001015	так
01001015018	01001015	.
01001016001	01001016	И
01001016002	01001016	создал
01001016003	01001016	Бог
01001016004	01001016	два
01001016005	01001016	светила
01001016006	01001016	великие
01001016007	01001016	:
01001016008	01001016	светило
01001016009	01001016	большее
01001016010	01001016	,
01001016011	01001016	для
01001016012	01001016	управления
01001016013	01001016	днем
01001016014	01001016	,
01001016015	01001016	и
01001016016	01001016	светило
01001016017	01001016	меньшее
01001016018	01001016	,
01001016019	01001016	для
01001016020	01001016	управления
01001016021	01001016	ночью
01001016022	01001016	,
01001016023	01001016	и
01001016024	01001016	звезды
01001016025	01001016	;
01001017001	01001017	и
01001017002	01001017	поставил
01001017003	01001017	их
01001017004	01001017	Бог
01001017005	01001017	на
01001017006	01001017	тверди
01001017007	01001017	небесной
01001017008	01001017	,
01001017009	01001017	чтобы
01001017010	01001017	светить
01001017011	01001017	на
01001017012	01001017	землю
01001017013	01001017	,
01001018001	01001018	и
01001018002	01001018	управлять
01001018003	01001018	днем
01001018004	01001018	и
01001018005	01001018	ночью
01001018006	01001018	,
01001018007	01001018	и
01001018008	01001018	отделять
01001018009	01001018	свет
01001018010	01001018	от
01001018011	01001018	тьмы
01001018012	01001018	.
01001018013	01001018	И
01001018014	01001018	увидел
01001018015	01001018	Бог
01001018016	01001018	,
01001018017	01001018	что
01001018018	01001018	это
01001018019	01001018	хорошо
01001018020	01001018	.
01001019001	01001019	И
01001019002	01001019	был
01001019003	01001019	вечер
01001019004	01001019	,
01001019005	01001019	и
01001019006	01001019	было
01001019007	01001019	утро
01001019008	01001019	:
01001019009	01001019	день
01001019010	01001019	четвертый
01001019011	01001019	.
01001020001	01001020	И
01001020002	01001020	сказал
01001020003	01001020	Бог
01001020004	01001020	:
01001020005	01001020	да
01001020006	01001020	произведет
01001020007	01001020	вода
01001020008	01001020	пресмыкающихся
01001020009	01001020	,
01001020010	01001020	душу
01001020011	01001020	живую
01001020012	01001020	;
01001020013	01001020	и
01001020014	01001020	птицы
01001020015	01001020	да
01001020016	01001020	полетят
01001020017	01001020	над
01001020018	01001020	землею
01001020019	01001020	,
01001020020	01001020	по
01001020021	01001020	тверди
01001020022	01001020	небесной
01001020023	01001020	.
01001020024	01001020	[
01001020025	01001020	И
01001020026	01001020	стало
01001020027	01001020	так
01001020028	01001020	.
01001020029	01001020	]
01001021001	01001021	И
01001021002	01001021	сотворил
01001021003	01001021	Бог
01001021004	01001021	рыб
01001021005	01001021	больших
01001021006	01001021	и
01001021007	01001021	всякую
01001021008	01001021	душу
01001021009	01001021	животных
01001021010	01001021	пресмыкающихся
01001021011	01001021	,
01001021012	01001021	которых
01001021013	01001021	произвела
01001021014	01001021	вода
01001021015	01001021	,
01001021016	01001021	по
01001021017	01001021	роду
01001021018	01001021	их
01001021019	01001021	,
01001021020	01001021	и
01001021021	01001021	всякую
01001021022	01001021	птицу
01001021023	01001021	пернатую
01001021024	01001021	по
01001021025	01001021	роду
01001021026	01001021	ее
01001021027	01001021	.
01001021028	01001021	И
01001021029	01001021	увидел
01001021030	01001021	Бог
01001021031	01001021	,
01001021032	01001021	что
01001021033	01001021	это
01001021034	01001021	хорошо
01001021035	01001021	.
01001022001	01001022	И
01001022002	01001022	благословил
01001022003	01001022	их
01001022004	01001022	Бог
01001022005	01001022	,
01001022006	01001022	говоря
01001022007	01001022	:
01001022008	01001022	плодитесь
01001022009	01001022	и
01001022010	01001022	размножайтесь
01001022011	01001022	,
01001022012	01001022	и
01001022013	01001022	наполняйте
01001022014	01001022	воды
01001022015	01001022	в
01001022016	01001022	морях
01001022017	01001022	,
01001022018	01001022	и
01001022019	01001022	птицы
01001022020	01001022	да
01001022021	01001022	размножаются
01001022022	01001022	на
01001022023	01001022	земле
01001022024	01001022	.
01001023001	01001023	И
01001023002	01001023	был
01001023003	01001023	вечер
01001023004	01001023	,
01001023005	01001023	и
01001023006	01001023	было
01001023007	01001023	утро
01001023008	01001023	:
01001023009	01001023	день
01001023010	01001023	пятый
01001023011	01001023	.
01001024001	01001024	И
01001024002	01001024	сказал
01001024003	01001024	Бог
01001024004	01001024	:
01001024005	01001024	да
01001024006	01001024	произведет
01001024007	01001024	земля
01001024008	01001024	душу
01001024009	01001024	живую
01001024010	01001024	по
01001024011	01001024	роду
01001024012	01001024	ее
01001024013	01001024	,
01001024014	01001024	скотов
01001024015	01001024	,
01001024016	01001024	и
01001024017	01001024	гадов
01001024018	01001024	,
01001024019	01001024	и
01001024020	01001024	зверей
01001024021	01001024	земных
01001024022	01001024	по
01001024023	01001024	роду
01001024024	01001024	их
01001024025	01001024	.
01001024026	01001024	И
01001024027	01001024	стало
01001024028	01001024	так
01001024029	01001024	.
01001025001	01001025	И
01001025002	01001025	создал
01001025003	01001025	Бог
01001025004	01001025	зверей
01001025005	01001025	земных
01001025006	01001025	по
01001025007	01001025	роду
01001025008	01001025	их
01001025009	01001025	,
01001025010	01001025	и
01001025011	01001025	скот
01001025012	01001025	по
01001025013	01001025	роду
01001025014	01001025	его
01001025015	01001025	,
01001025016	01001025	и
01001025017	01001025	всех
01001025018	01001025	гадов
01001025019	01001025	земных
01001025020	01001025	по
01001025021	01001025	роду
01001025022	01001025	их
01001025023	01001025	.
01001025024	01001025	И
01001025025	01001025	увидел
01001025026	01001025	Бог
01001025027	01001025	,
01001025028	01001025	что
01001025029	01001025	это
01001025030	01001025	хорошо
01001025031	01001025	.
01001026001	01001026	И
01001026002	01001026	сказал
01001026003	01001026	Бог
01001026004	01001026	:
01001026005	01001026	сотворим
01001026006	01001026	человека
01001026007	01001026	по
01001026008	01001026	образу
01001026009	01001026	Нашему
01001026010	01001026	[
01001026011	01001026	и
01001026012	01001026	]
01001026013	01001026	по
01001026014	01001026	подобию
01001026015	01001026	Нашему
01001026016	01001026	,
01001026017	01001026	и
01001026018	01001026	да
01001026019	01001026	владычествуют
01001026020	01001026	они
01001026021	01001026	над
01001026022	01001026	рыбами
01001026023	01001026	морскими
01001026024	01001026	,
01001026025	01001026	и
01001026026	01001026	над
01001026027	01001026	птицами
01001026028	01001026	небесными
01001026029	01001026	,
01001026030	01001026	[
01001026031	01001026	и
01001026032	01001026	над
01001026033	01001026	зверями
01001026034	01001026	,
01001026035	01001026	]
01001026036	01001026	и
01001026037	01001026	над
01001026038	01001026	скотом
01001026039	01001026	,
01001026040	01001026	и
01001026041	01001026	над
01001026042	01001026	всею
01001026043	01001026	землею
01001026044	01001026	,
01001026045	01001026	и
01001026046	01001026	над
01001026047	01001026	всеми
01001026048	01001026	гадами
01001026049	01001026	,
01001026050	01001026	пресмыкающимися
01001026051	01001026	по
01001026052	01001026	земле
01001026053	01001026	.
01001027001	01001027	И
01001027002	01001027	сотворил
01001027003	01001027	Бог
01001027004	01001027	человека
01001027005	01001027	по
01001027006	01001027	образу
01001027007	01001027	Своему
01001027008	01001027	,
01001027009	01001027	по
01001027010	01001027	образу
01001027011	01001027	Божию
01001027012	01001027	сотворил
01001027013	01001027	его
01001027014	01001027	;
01001027015	01001027	мужчину
01001027016	01001027	и
01001027017	01001027	женщину
01001027018	01001027	сотворил
01001027019	01001027	их
01001027020	01001027	.
01001028001	01001028	И
01001028002	01001028	благословил
01001028003	01001028	их
01001028004	01001028	Бог
01001028005	01001028	,
01001028006	01001028	и
01001028007	01001028	сказал
01001028008	01001028	им
01001028009	01001028	Бог
01001028010	01001028	:
01001028011	01001028	плодитесь
01001028012	01001028	и
01001028013	01001028	размножайтесь
01001028014	01001028	,
01001028015	01001028	и
01001028016	01001028	наполняйте
01001028017	01001028	землю
01001028018	01001028	,
01001028019	01001028	и
01001028020	01001028	обладайте
01001028021	01001028	ею
01001028022	01001028	,
01001028023	01001028	и
01001028024	01001028	владычествуйте
01001028025	01001028	над
01001028026	01001028	рыбами
01001028027	01001028	морскими
01001028028	01001028	,
01001028029	01001028	[
01001028030	01001028	и
01001028031	01001028	над
01001028032	01001028	зверями
01001028033	01001028	,
01001028034	01001028	]
01001028035	01001028	и
01001028036	01001028	над
01001028037	01001028	птицами
01001028038	01001028	небесными
01001028039	01001028	,
01001028040	01001028	[
01001028041	01001028	и
01001028042	01001028	над
01001028043	01001028	всяким
01001028044	01001028	скотом
01001028045	01001028	,
01001028046	01001028	и
01001028047	01001028	над
01001028048	01001028	всею
01001028049	01001028	землею
01001028050	01001028	,
01001028051	01001028	]
01001028052	01001028	и
01001028053	01001028	над
01001028054	01001028	всяким
01001028055	01001028	животным
01001028056	01001028	,
01001028057	01001028	пресмыкающимся
01001028058	01001028	по
01001028059	01001028	земле
01001028060	01001028	.
01001029001	01001029	И
01001029002	01001029	сказал
01001029003	01001029	Бог
01001029004	01001029	:
01001029005	01001029	вот
01001029006	01001029	,
01001029007	01001029	Я
01001029008	01001029	дал
01001029009	01001029	вам
01001029010	01001029	всякую
01001029011	01001029	траву
01001029012	01001029	,
01001029013	01001029	сеющую
01001029014	01001029	семя
01001029015	01001029	,
01001029016	01001029	какая
01001029017	01001029	есть
01001029018	01001029	на
01001029019	01001029	всей
01001029020	01001029	земле
01001029021	01001029	,
01001029022	01001029	и
01001029023	01001029	всякое
01001029024	01001029	дерево
01001029025	01001029	,
01001029026	01001029	у
01001029027	01001029	которого
01001029028	01001029	плод
01001029029	01001029	древесный
01001029030	01001029	,
01001029031	01001029	сеющий
01001029032	01001029	семя
01001029033	01001029	,
01001029034	01001029	–
01001029035	01001029	вам
01001029036	01001029	сие
01001029037	01001029	будет
01001029038	01001029	в
01001029039	01001029	пищу
01001029040	01001029	;
01001030001	01001030	а
01001030002	01001030	всем
01001030003	01001030	зверям
01001030004	01001030	земным
01001030005	01001030	,
01001030006	01001030	и
01001030007	01001030	всем
01001030008	01001030	птицам
01001030009	01001030	небесным
01001030010	01001030	,
01001030011	01001030	и
01001030012	01001030	всякому
01001030013	01001030	[
01001030014	01001030	гаду
01001030015	01001030	,
01001030016	01001030	]
01001030017	01001030	пресмыкающемуся
01001030018	01001030	по
01001030019	01001030	земле
01001030020	01001030	,
01001030021	01001030	в
01001030022	01001030	котором
01001030023	01001030	душа
01001030024	01001030	живая
01001030025	01001030	,
01001030026	01001030	дал
01001030027	01001030	Я
01001030028	01001030	всю
01001030029	01001030	зелень
01001030030	01001030	травную
01001030031	01001030	в
01001030032	01001030	пищу
01001030033	01001030	.
01001030034	01001030	И
01001030035	01001030	стало
01001030036	01001030	так
01001030037	01001030	.
01001031001	01001031	И
01001031002	01001031	увидел
01001031003	01001031	Бог
01001031004	01001031	все
01001031005	01001031	,
01001031006	01001031	что
01001031007	01001031	Он
01001031008	01001031	создал
01001031009	01001031	,
01001031010	01001031	и
01001031011	01001031	вот
01001031012	01001031	,
01001031013	01001031	хорошо
01001031014	01001031	весьма
01001031015	01001031	.
01001031016	01001031	И
01001031017	01001031	был
01001031018	01001031	вечер
01001031019	01001031	,
01001031020	01001031	и
01001031021	01001031	было
01001031022	01001031	утро
01001031023	01001031	:
01001031024	01001031	день
01001031025	01001031	шестой
01001031026	01001031	.
01002001001	01002001	Так
01002001002	01002001	совершены
01002001003	01002001	небо
01002001004	01002001	и
01002001005	01002001	земля
01002001006	01002001	и
01002001007	01002001	все
01002001008	01002001	воинство
01002001009	01002001	их
01002001010	01002001	.
01002002001	01002002	И
01002002002	01002002	совершил
01002002003	01002002	Бог
01002002004	01002002	к
01002002005	01002002	седьмому
01002002006	01002002	дню
01002002007	01002002	дела
01002002008	01002002	Свои
01002002009	01002002	,
01002002010	01002002	которые
01002002011	01002002	Он
01002002012	01002002	делал
01002002013	01002002	,
01002002014	01002002	и
01002002015	01002002	почил
01002002016	01002002	в
01002002017	01002002	день
01002002018	01002002	седьмой
01002002019	01002002	от
01002002020	01002002	всех
01002002021	01002002	дел
01002002022	01002002	Своих
01002002023	01002002	,
01002002024	01002002	которые
01002002025	01002002	делал
01002002026	01002002	.
01002003001	01002003	И
01002003002	01002003	благословил
01002003003	01002003	Бог
01002003004	01002003	седьмой
01002003005	01002003	день
01002003006	01002003	,
01002003007	01002003	и
01002003008	01002003	освятил
01002003009	01002003	его
01002003010	01002003	,
01002003011	01002003	ибо
01002003012	01002003	в
01002003013	01002003	оный
01002003014	01002003	почил
01002003015	01002003	от
01002003016	01002003	всех
01002003017	01002003	дел
01002003018	01002003	Своих
01002003019	01002003	,
01002003020	01002003	которые
01002003021	01002003	Бог
01002003022	01002003	творил
01002003023	01002003	и
01002003024	01002003	созидал
01002003025	01002003	.
01002004001	01002004	Вот
01002004002	01002004	происхождение
01002004003	01002004	неба
01002004004	01002004	и
01002004005	01002004	земли
01002004006	01002004	,
01002004007	01002004	при
01002004008	01002004	сотворении
01002004009	01002004	их
01002004010	01002004	,
01002004011	01002004	в
01002004012	01002004	то
01002004013	01002004	время
01002004014	01002004	,
01002004015	01002004	когда
01002004016	01002004	Господь
01002004017	01002004	Бог
01002004018	01002004	создал
01002004019	01002004	землю
01002004020	01002004	и
01002004021	01002004	небо
01002004022	01002004	,
01002005001	01002005	и
01002005002	01002005	всякий
01002005003	01002005	полевой
01002005004	01002005	кустарник
01002005005	01002005	,
01002005006	01002005	которого
01002005007	01002005	еще
01002005008	01002005	не
01002005009	01002005	было
01002005010	01002005	на
01002005011	01002005	земле
01002005012	01002005	,
01002005013	01002005	и
01002005014	01002005	всякую
01002005015	01002005	полевую
01002005016	01002005	траву
01002005017	01002005	,
01002005018	01002005	которая
01002005019	01002005	еще
01002005020	01002005	не
01002005021	01002005	росла
01002005022	01002005	,
01002005023	01002005	ибо
01002005024	01002005	Господь
01002005025	01002005	Бог
01002005026	01002005	не
01002005027	01002005	посылал
01002005028	01002005	дождя
01002005029	01002005	на
01002005030	01002005	землю
01002005031	01002005	,
01002005032	01002005	и
01002005033	01002005	не
01002005034	01002005	было
01002005035	01002005	человека
01002005036	01002005	для
01002005037	01002005	возделывания
01002005038	01002005	земли
01002005039	01002005	,
01002006001	01002006	но
01002006002	01002006	пар
01002006003	01002006	поднимался
01002006004	01002006	с
01002006005	01002006	земли
01002006006	01002006	и
01002006007	01002006	орошал
01002006008	01002006	все
01002006009	01002006	лицо
01002006010	01002006	земли
01002006011	01002006	.
01002007001	01002007	И
01002007002	01002007	создал
01002007003	01002007	Господь
01002007004	01002007	Бог
01002007005	01002007	человека
01002007006	01002007	из
01002007007	01002007	праха
01002007008	01002007	земного
01002007009	01002007	,
01002007010	01002007	и
01002007011	01002007	вдунул
01002007012	01002007	в
01002007013	01002007	лицо
01002007014	01002007	его
01002007015	01002007	дыхание
01002007016	01002007	жизни
01002007017	01002007	,
01002007018	01002007	и
01002007019	01002007	стал
01002007020	01002007	человек
01002007021	01002007	душою
01002007022	01002007	живою
01002007023	01002007	.
01002008001	01002008	И
01002008002	01002008	насадил
01002008003	01002008	Господь
01002008004	01002008	Бог
01002008005	01002008	рай
01002008006	01002008	в
01002008007	01002008	Едеме
01002008008	01002008	на
01002008009	01002008	востоке
01002008010	01002008	,
01002008011	01002008	и
01002008012	01002008	поместил
01002008013	01002008	там
01002008014	01002008	человека
01002008015	01002008	,
01002008016	01002008	которого
01002008017	01002008	создал
01002008018	01002008	.
01002009001	01002009	И
01002009002	01002009	произрастил
01002009003	01002009	Господь
01002009004	01002009	Бог
01002009005	01002009	из
01002009006	01002009	земли
01002009007	01002009	всякое
01002009008	01002009	дерево
01002009009	01002009	,
01002009010	01002009	приятное
01002009011	01002009	на
01002009012	01002009	вид
01002009013	01002009	и
01002009014	01002009	хорошее
01002009015	01002009	для
01002009016	01002009	пищи
01002009017	01002009	,
01002009018	01002009	и
01002009019	01002009	дерево
01002009020	01002009	жизни
01002009021	01002009	посреди
01002009022	01002009	рая
01002009023	01002009	,
01002009024	01002009	и
01002009025	01002009	дерево
01002009026	01002009	познания
01002009027	01002009	добра
01002009028	01002009	и
01002009029	01002009	зла
01002009030	01002009	.
01002010001	01002010	Из
01002010002	01002010	Едема
01002010003	01002010	выходила
01002010004	01002010	река
01002010005	01002010	для
01002010006	01002010	орошения
01002010007	01002010	рая
01002010008	01002010	;
01002010009	01002010	и
01002010010	01002010	потом
01002010011	01002010	разделялась
01002010012	01002010	на
01002010013	01002010	четыре
01002010014	01002010	реки
01002010015	01002010	.
01002011001	01002011	Имя
01002011002	01002011	одной
01002011003	01002011	Фисон
01002011004	01002011	:
01002011005	01002011	она
01002011006	01002011	обтекает
01002011007	01002011	всю
01002011008	01002011	землю
01002011009	01002011	Хавила
01002011010	01002011	,
01002011011	01002011	ту
01002011012	01002011	,
01002011013	01002011	где
01002011014	01002011	золото
01002011015	01002011	;
01002012001	01002012	и
01002012002	01002012	золото
01002012003	01002012	той
01002012004	01002012	земли
01002012005	01002012	хорошее
01002012006	01002012	;
01002012007	01002012	там
01002012008	01002012	бдолах
01002012009	01002012	и
01002012010	01002012	камень
01002012011	01002012	оникс
01002012012	01002012	.
01002013001	01002013	Имя
01002013002	01002013	второй
01002013003	01002013	реки
01002013004	01002013	Гихон
01002013005	01002013	[
01002013006	01002013	Геон
01002013007	01002013	]
01002013008	01002013	:
01002013009	01002013	она
01002013010	01002013	обтекает
01002013011	01002013	всю
01002013012	01002013	землю
01002013013	01002013	Куш
01002013014	01002013	.
01002014001	01002014	Имя
01002014002	01002014	третьей
01002014003	01002014	реки
01002014004	01002014	Хиддекель
01002014005	01002014	[
01002014006	01002014	Тигр
01002014007	01002014	]
01002014008	01002014	:
01002014009	01002014	она
01002014010	01002014	протекает
01002014011	01002014	пред
01002014012	01002014	Ассирией
01002014013	01002014	.
01002014014	01002014	Четвертая
01002014015	01002014	река
01002014016	01002014	Евфрат
01002014017	01002014	.
01002015001	01002015	И
01002015002	01002015	взял
01002015003	01002015	Господь
01002015004	01002015	Бог
01002015005	01002015	человека
01002015006	01002015	,
01002015007	01002015	[
01002015008	01002015	которого
01002015009	01002015	создал
01002015010	01002015	,
01002015011	01002015	]
01002015012	01002015	и
01002015013	01002015	поселил
01002015014	01002015	его
01002015015	01002015	в
01002015016	01002015	саду
01002015017	01002015	Едемском
01002015018	01002015	,
01002015019	01002015	чтобы
01002015020	01002015	возделывать
01002015021	01002015	его
01002015022	01002015	и
01002015023	01002015	хранить
01002015024	01002015	его
01002015025	01002015	.
01002016001	01002016	И
01002016002	01002016	заповедал
01002016003	01002016	Господь
01002016004	01002016	Бог
01002016005	01002016	человеку
01002016006	01002016	,
01002016007	01002016	говоря
01002016008	01002016	:
01002016009	01002016	от
01002016010	01002016	всякого
01002016011	01002016	дерева
01002016012	01002016	в
01002016013	01002016	саду
01002016014	01002016	ты
01002016015	01002016	будешь
01002016016	01002016	есть
01002016017	01002016	,
01002017001	01002017	а
01002017002	01002017	от
01002017003	01002017	дерева
01002017004	01002017	познания
01002017005	01002017	добра
01002017006	01002017	и
01002017007	01002017	зла
01002017008	01002017	,
01002017009	01002017	не
01002017010	01002017	ешь
01002017011	01002017	от
01002017012	01002017	него
01002017013	01002017	,
01002017014	01002017	ибо
01002017015	01002017	в
01002017016	01002017	день
01002017017	01002017	,
01002017018	01002017	в
01002017019	01002017	который
01002017020	01002017	ты
01002017021	01002017	вкусишь
01002017022	01002017	от
01002017023	01002017	него
01002017024	01002017	,
01002017025	01002017	смертью
01002017026	01002017	умрешь
01002017027	01002017	.
01002018001	01002018	И
01002018002	01002018	сказал
01002018003	01002018	Господь
01002018004	01002018	Бог
